video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/shorts/0sInGpVrNGM,/@Freedomfromdiabetespune,Freedom from Diabetes,Sugar 300 to 100 in 5 to 9 days  #diabetesreversal #diabetes #sugar #english #sugarcontrol,625K,5 months,It's possible within days - 300 to 100 Blood sugar is No Magic - it's predictable science and experience - do share! Welcome to the ...,46:06.3
/shorts/U7aEyHLOSEM,/@DoctorMyro,Doctor Myro,Why THIS could lead to diabetes 😳,20K,1 year,Yes it's reversible! #prediabetic #diabetes #muscle #insulinresistance #healthtip #glucosemetabolism �?ABOUT ME �?I'm ...,46:06.3
/watch?v=QsSZNetJIuA&pp=ygUIRGlhYmV0ZXM%3D,/@MayoClinic,Mayo Clinic,Mayo Clinic Minute: Type 2 diabetes �?What you need to know,353K,9 years,"Type 2 diabetes is a growing health concern. According to the Centers for Disease Control and Prevention, 22 million people in ...",46:06.4
/watch?v=4SZGM_E5cLI&pp=ygUIRGlhYmV0ZXM%3D,/@diabetesuk,Diabetes UK,What Is Type 2 Diabetes? | 2 Minute Guide | Diabetes UK,629K,7 years,We have a more recent video on this topic. View it here: https://youtu.be/o3v2fnCaSTg Around 4.2 million people are predicted to ...,46:06.4
/watch?v=UIQgolIGQEU&pp=ygUIRGlhYmV0ZXM%3D,/@Alilamedicalmedia,Alila Medical Media,"Gestational Diabetes, Animation",724K,6 years,"(USMLE topics) What is Gestational Diabetes? Pathology, Risk factors, Complications and Treatments. Purchase a license to ...",46:06.4
/shorts/Ox1hDRgFfZo,/@absoluteintegrativephysica459,Absolute Integrative Physical Medicine,Diabetic Neuropathy Tips,36K,3 years,Disclaimer: The information provided in this video is to give information and provide helpful measures on the topic discussed.,46:06.4
/shorts/baHVArBc4nI,/@SugarMDs,SugarMD,GREEK YOGURT | Foods To Help Reverse Diabetes,24K,3 years,VISIT https://sugarmds.com/ FOR USA CUSTOMERS https://www.etsy.com/shop/sugarmd/ FOR NON-USA ...,46:06.4
/shorts/-PJGYpkfcVg,/@SugarMDs,SugarMD,Bread Types you CAN EAT if you have DIABETES,81K,3 years,VISIT https://sugarmds.com/ FOR USA CUSTOMERS https://www.etsy.com/shop/sugarmd/ FOR NON-USA ...,46:06.4
/watch?v=UTxLHqeXZNQ&pp=ygUIRGlhYmV0ZXM%3D,/@NutritionFactsOrg,NutritionFacts.org,The Best Diet for Diabetes,2.9M,6 years,The case for using a plant-based diet to reduce the burden of diabetes has never been stronger. New subscribers to our ...,46:06.4
/shorts/66OIbJsb8TU,/@MasteringDiabetes,Mastering Diabetes,DO THIS to reverse your type-2 diabetes with a 100% success rate!,148K,1 year,Dr. Cyrus Khambatta has since decided to leave Mastering Diabetes and is no longer with the company. We wish him all the best.,46:06.4
/shorts/rzxThLihNA4,/@ExpressionMed,ExpressionMed,Have You Been Diagnosed with Diabetes? Share Your Story! #expressionmed #dexcomg6 #type1diabetic,67K,2 years,ExpressionMed tapes help you get the most out of your diabetic devices while giving you the freedom to express yourself! Tell us ...,46:13.9
/shorts/lpRDhUKGI1I,/@ExpressionMed,ExpressionMed,Know the Signs of Type 1 Diabetes! #expressionmed #type1diabetes #dexcomg6 #healthtracker #diabetic,104K,3 years,Do you know the signs of Type 1 Diabetes?,46:13.9
/watch?v=1NIhv6fCqAU&pp=ygUIRGlhYmV0ZXM%3D,/@thismorning,This Morning,I Cured My Type 2 Diabetes | This Morning,2.2M,9 years,GP Dr Michael Mosley was diagnosed with Type 2 diabetes four years ago and rather than start on medication - he invented the ...,46:13.9
/shorts/c-0LGbsuU9M,/@KenDBerryMD,KenDBerryMD,3 Fruits Diabetics Should Avoid #diabetes #type2diabetes,3M,3 years,There are seven fruits that diabetics should strictly avoid do you know what they are number one is bananas no they are not a ...,46:13.9
/watch?v=_t6-2CVwDCU&pp=ygUIRGlhYmV0ZXM%3D,/@childrensatl,Children's Healthcare of Atlanta,Living with Diabetes: Molly's Story,503K,13 years,"Every day, more than 6000 children and young adults in Georgia with diabetes go to school, play sports, have friends and do ...",46:13.9
/watch?v=OXAe3eOjqCk&pp=ygUIRGlhYmV0ZXM%3D,/@nucleusmedicalmedia,Nucleus Medical Media,Type 2 Diabetes | Nucleus Health,1.6M,13 years,"To learn more about licensing this video for content marketing or patient education purposes, visit: ...",46:13.9
/watch?v=-OmaH3dCyq8&pp=ygUIRGlhYmV0ZXM%3D,/@Doctablet,Doctablet,"What causes diabetes, high blood sugar and type 2 diabetes",397K,10 years,"In this video, we explain what causes diabetes (type 2 diabetes) and what causes high blood sugar. We review how does ...",46:13.9
/shorts/EJiJkU5N_DU,/@ArgusNews_in,Argus News,New Symptom Of Diabetes Detected!,438K,2 years,New Symptom Of Diabetes Detected! Argus News is Odisha's fastest-growing news channel having its presence on satellite TV ...,46:13.9
/watch?v=Lbn82jaZLHE&pp=ygUIRGlhYmV0ZXM%3D,/@StrongMed,Strong Medicine,Diabetes Medications,285K,5 years,"An overview of the classes, mechanisms, indications, and side effects of diabetes medications, including metformin, SGLT2 ...",46:13.9
/shorts/We31MhxVaeU,/@BeHealthyBeStrong,Be Healthy Be Strong,Fatty Liver Can Lead to Diabetes #shorts #diabetes,9M,1 year,"In this video, Dr Sarin shares the relationship between fatty liver and diabetes. Discover how fatty liver can potentially lead to the ...",46:13.9
/watch?v=TQo9NNYl1DY&pp=ygUIRGlhYmV0ZXM%3D,/@ViolinMD,Violin MD,Top 10 Signs of DIABETES You Can SEE: Doctor Explains,2.7M,1 year,Check yourself for signs of diabetes! 0:00 What is diabetes? 1:01 Polyuria 1:41 Acanthosis Nigricans 2:29 Skin Tags 2:47 ...,46:13.9
/shorts/yD7g5Ir8Rxw,/@marycomeau,Mary Comeau,i am LOW 🧃😂 #diabetes #typeonediabetes #t1d #youtubeshorts,8.7M,3 years,Anybody else grow up with diabetes as a kid and then every time you had a low blood sugar suddenly your mom pops out of the ...,46:13.9
/watch?v=aq4Mv0qqWe0&pp=ygUIRGlhYmV0ZXM%3D,/@fuseschool,FuseSchool - Global Education,What is Diabetes? | Physiology | Biology | FuseSchool,139K,8 years,What is Diabetes? | Physiology | Biology | FuseSchool What does diabetes mean to you? Something to do with sugar right?,46:13.9
/watch?v=ePylP2XmNRs&pp=ygUIRGlhYmV0ZXM%3D,/@CarolineJordan,Caroline Jordan,Diabetes Exercises At Home Workout: To Help Control Diabetes (Level 1),5.4M,6 years,Diabetes Exercises At Home Workout: To Help Cure Diabetes (Level 1) // Caroline Jordan // Diabetes exercises are an important ...,46:13.9
/watch?v=n67Anrpljo4&pp=ygUIRGlhYmV0ZXPSBwkJTwoBhyohjO8%3D,/@drjoshaxe,Dr. Josh Axe,Top 7 Diabetes Triggers You MUST AVOID (How to Reverse Diabetes),213K,1 year,"Did you know that 1 in 3 Americans have prediabetes? In this eye-opening episode of the Dr. Josh Axe Show, we dive deep into ...",46:13.9
/shorts/JPdRlAM21ig,/@doctorkhalid,Doctor Khalid,Diabetes WARNING Signs in Feet / Legs  #type2diabetes  #diabetessigns #prediabetes,505K,11 months,"If you get odd sensations in your legs, this could be a sign of diabetic neuropathy or nerve damage caused by high sugar levels ...",46:13.9
/shorts/wyYrGfRK3xU,/@DrMattDrMike,Dr Matt & Dr Mike,Type 1 vs Type 2 #diabetes,9.8K,10 months,Diabetes is a condition where blood sugar levels are too high but did you know that there are two types of diabetes type one and ...,46:22.2
/shorts/qZD3nW-YeYE,/@type2diabetesrevolution,Type 2 Diabetes Revolution,3 foods to eat daily if you have type 2 diabetes #insulinresistance #type2diabetes #prediabetes,152K,1 year,Three foods you should be eating every day for type 2 diabetes reversal I'm Diana a registered dietitian and a certified diabetes ...,46:22.2
/shorts/qX3E71DcC20,/@diabe_tech,Diabetech,Signs I Had Diabetes #diabetes #diabetic,22K,2 years,Here are the 5 signs I had before my type 1 diabetes diagnosis. Follow me here for more: Instagram: ...,46:22.2
/watch?v=rh8ycjPCj18&pp=ygUIRGlhYmV0ZXM%3D,/@NinjaNerdOfficial,Ninja Nerd,Diabetes Mellitus | Clinical Medicine,645K,1 year,Exclusive USMLE Step 2/PANCE Lecture�?for FREE! Become a member on our website for more Premium Resources: ...,46:22.2
/shorts/tNVnk8bfz_M,/@drvmohan,Dr V Mohan,Can potatoes be taken by people with Diabetes? | Dr. V Mohan,61K,4 years,"Potatoes are a versatile and delicious vegetable that can be enjoyed by everyone, including people with diabetes. However ...",46:22.2
/shorts/UMxHLHoOUko,/@GlucoseRevolution,Glucose Revolution,Diabetes Gone with This Simple Trick! #glucose #nutrition #t2d,1.7M,1 year,I find that often when people get diagnosed with diabetes they feel like they have two options either medication or never eating ...,46:22.2
/watch?v=3GLhwx_G5gE&pp=ygUIRGlhYmV0ZXM%3D,/@LeeHealth,Lee Health,Five Signs That Could be Symptoms of Diabetes,842K,11 years,Visit http://www.leehealth.org/ or follow us on social media! Instagram : https://www.instagram.com/lee_health Facebook  : ...,46:22.2
/shorts/akVF0_5_eK0,/@eatingwell,EatingWell,Easy No-Sugar Diabetic Meal Plan #shorts,81K,2 years,"Keep your blood sugar in check throughout the week with this easy meal plan for breakfast, lunch, and dinner! #EatingWell ...",46:22.2
/shorts/IjdVMuEtZeY,/@HealthCoachKait,Kait Malthaner (BSc Nutrition & Exercise),You DON’T need medication or supplements to reverse insulin resistance (diabetes),534K,11 months,Do you need to take medication or supplements to reverse insulin resistance? Or can it be done naturally?,46:22.2
